id,timestamp_utc,ws_ms,wd_deg,month,hour_of_day,temperature,humidity,pm25,pm10,pm25_lag1,pm25_lag2,pm10_lag1,pm10_lag2,pm25_rm3,pm10_rm3,current_aqi,predicted_aqi_3h,created_at
35098,2026-02-04 21:38:08+00,2.06,20,2,21,29.14,45,194.92,212.7,198.81,202.98,216.4,220.82,198.9,216.64,358,305,2026-02-04 16:08:11.87415+00
35368,2026-02-20 02:28:03+00,1.54,310,2,2,26.14,73,37.28,55.57,33.41,30.55,50.87,47.38,33.75,51.27,63,73,2026-02-19 20:58:06.791178+00
35638,2026-03-06 03:27:25+00,3.09,340,3,3,29.14,48,45.1,67.13,46.81,48.18,69.96,72.33,46.7,69.81,76,77,2026-03-05 21:57:28.260965+00
35099,2026-02-04 22:44:23+00,1.54,70,2,22,29.14,42,192.92,211.34,194.92,198.81,212.7,216.4,195.55,213.48,356,306,2026-02-04 17:14:26.812496+00
35369,2026-02-20 03:26:31+00,1.54,50,2,3,26.14,69,41.98,61,37.28,33.41,55.57,50.87,37.56,55.81,71,85,2026-02-19 21:56:35.238283+00
35639,2026-03-06 05:05:55+00,4.94,8,3,5,26.93,58,44.89,67.11,45.1,46.81,67.13,69.96,45.6,68.07,75,81,2026-03-05 23:35:59.954599+00
35100,2026-02-04 23:38:31+00,0,0,2,23,29.14,42,193.23,212.87,192.92,194.92,211.34,212.7,193.69,212.3,356,300,2026-02-04 18:08:34.903511+00
35370,2026-02-20 04:29:18+00,0,0,2,4,24.14,83,46.82,66.53,41.98,37.28,61,55.57,42.03,61.03,78,89,2026-02-19 22:59:22.448621+00
35640,2026-03-06 08:42:47+00,3.86,19,3,8,27.24,52,49.88,74.76,44.89,45.1,67.11,67.13,46.62,69.67,83,90,2026-03-06 03:12:51.559076+00
35101,2026-02-05 00:44:02+00,0,0,2,0,28.14,44,193.33,213.82,193.23,192.92,212.87,211.34,193.16,212.68,357,304,2026-02-04 19:14:05.882508+00
35371,2026-02-20 05:23:33+00,2.06,290,2,5,25.14,83,51.43,71.71,46.82,41.98,66.53,61,46.74,66.41,86,90,2026-02-19 23:53:36.971283+00
35641,2026-03-06 10:26:01+00,1.54,20,3,10,32.14,33,52.27,76.03,49.88,44.89,74.76,67.11,49.01,72.63,87,87,2026-03-06 04:56:05.403179+00
35102,2026-02-05 01:27:05+00,1.54,190,2,1,27.14,47,195.72,217.67,193.33,193.23,213.82,212.87,194.09,214.79,358,308,2026-02-04 19:57:09.219851+00
35372,2026-02-20 08:46:40+00,2.57,130,2,8,26.14,78,65.55,87.15,51.43,46.82,71.71,66.53,54.6,75.13,119,127,2026-02-20 03:16:44.689552+00
35642,2026-03-06 11:35:01+00,3.33,336,3,11,29.42,47,59.1,83.2,52.27,49.88,76.03,74.76,53.75,78,99,100,2026-03-06 06:05:05.878662+00
35103,2026-02-05 02:30:19+00,2.06,100,2,2,27.14,50,198.97,222.4,195.72,193.33,217.67,213.82,196.01,217.96,361,311,2026-02-04 21:00:23.27058+00
35373,2026-02-20 10:33:28+00,3.09,130,2,10,28.14,61,76.26,98.64,65.55,51.43,87.15,71.71,64.41,85.83,155,170,2026-02-20 05:03:32.542447+00
35104,2026-02-05 03:23:35+00,2.06,130,2,3,26.14,57,199.36,224.18,198.97,195.72,222.4,217.67,198.02,221.42,361,312,2026-02-04 21:53:38.863596+00
35374,2026-02-20 11:43:44+00,2.06,140,2,11,32.14,45,82.21,104.69,76.26,65.55,98.64,87.15,74.67,96.83,174,129,2026-02-20 06:13:48.561755+00
35105,2026-02-05 04:22:57+00,1.54,120,2,4,25.14,65,195.43,220.83,199.36,198.97,224.18,222.4,197.92,222.47,358,308,2026-02-04 22:53:01.543807+00
35375,2026-02-20 13:00:15+00,4.12,280,2,13,32.14,55,89.7,111.61,82.21,76.26,104.69,98.64,82.72,104.98,199,153,2026-02-20 07:30:19.301201+00
35106,2026-02-05 05:21:21+00,0,0,2,5,26.14,53,189.26,214.47,195.43,199.36,220.83,224.18,194.68,219.83,353,295,2026-02-04 23:51:24.670038+00
35376,2026-02-20 13:34:42+00,3.6,280,2,13,32.14,58,89.7,111.61,89.7,82.21,111.61,104.69,87.2,109.3,199,147,2026-02-20 08:04:46.318344+00
35107,2026-02-05 08:46:32+00,3.09,120,2,8,27.14,44,166.57,190.29,189.26,195.43,214.47,220.83,183.75,208.53,336,277,2026-02-05 03:16:35.917361+00
35377,2026-02-20 14:35:49+00,5.14,280,2,14,31.16,58,93.48,114.86,89.7,89.7,111.61,111.61,90.96,112.69,212,173,2026-02-20 09:05:53.373594+00
35108,2026-02-05 10:35:00+00,3.09,110,2,10,30.14,35,161.42,184.08,166.57,189.26,190.29,214.47,172.42,196.28,332,267,2026-02-05 05:05:05.230015+00
35378,2026-02-20 15:34:27+00,5.14,270,2,15,31.14,58,96.89,117.46,93.48,89.7,114.86,111.61,93.36,114.64,224,174,2026-02-20 10:04:30.784554+00
35109,2026-02-05 12:02:10+00,3.6,100,2,12,32.14,29,166.74,186.03,161.42,166.57,184.08,190.29,164.91,186.8,336,270,2026-02-05 06:32:14.034428+00
35379,2026-02-20 16:34:46+00,4.63,270,2,16,30.14,66,97.77,118.33,96.89,93.48,117.46,114.86,96.05,116.88,227,173,2026-02-20 11:04:51.068473+00
35110,2026-02-05 13:32:46+00,3.6,140,2,13,34.14,24,170.4,188.37,166.74,161.42,186.03,184.08,166.19,186.16,339,267,2026-02-05 08:02:50.275327+00
35380,2026-02-20 17:23:27+00,4.63,290,2,17,30.14,62,99.05,119.75,97.77,96.89,118.33,117.46,97.9,118.51,231,172,2026-02-20 11:53:30.731383+00
35111,2026-02-05 14:39:12+00,3.6,280,2,14,34.14,29,171.04,187.82,170.4,166.74,188.37,186.03,169.39,187.41,339,262,2026-02-05 09:09:16.155108+00
35381,2026-02-20 19:08:49+00,4.12,320,2,19,29.14,61,100.52,121.28,99.05,97.77,119.75,118.33,99.11,119.79,236,184,2026-02-20 13:38:53.25653+00
35112,2026-02-05 15:38:17+00,4.63,270,2,15,33.14,31,171.73,187.88,171.04,170.4,187.82,188.37,171.06,188.02,340,269,2026-02-05 10:08:21.614674+00
35382,2026-02-20 20:37:29+00,2.57,350,2,20,28.14,65,103.42,124.96,100.52,99.05,121.28,119.75,101,122,245,213,2026-02-20 15:07:33.575219+00
35113,2026-02-05 16:38:15+00,5.14,270,2,16,31.14,35,172.55,188.56,171.73,171.04,187.88,187.82,171.77,188.09,341,270,2026-02-05 11:08:19.074014+00
35383,2026-02-20 21:30:19+00,2.57,10,2,21,28.14,61,109.58,131.61,103.42,100.52,124.96,121.28,104.51,125.95,266,234,2026-02-20 16:00:22.864636+00
35114,2026-02-05 17:26:27+00,4.63,280,2,17,31.14,40,172.98,189.09,172.55,171.73,188.56,187.88,172.42,188.51,341,270,2026-02-05 11:56:31.272624+00
35384,2026-02-20 22:36:31+00,2.57,50,2,22,28.14,61,118.7,140.83,109.58,103.42,131.61,124.96,110.57,132.47,296,231,2026-02-20 17:06:35.039194+00
35115,2026-02-05 19:14:41+00,2.57,350,2,19,29.14,42,182.52,199.44,172.98,172.55,189.09,188.56,176.02,192.36,348,284,2026-02-05 13:44:46.091599+00
35385,2026-02-20 23:32:06+00,3.09,50,2,23,28.14,57,129.83,151.64,118.7,109.58,140.83,131.61,119.37,141.36,308,239,2026-02-20 18:02:09.959051+00
35116,2026-02-05 20:39:55+00,3.6,360,2,20,29.14,48,182.89,200.72,182.52,172.98,199.44,189.09,179.46,196.42,348,286,2026-02-05 15:09:57.752155+00
35386,2026-02-21 00:42:11+00,2.57,50,2,0,28.14,54,142.17,164.6,129.83,118.7,151.64,140.83,130.23,152.36,318,264,2026-02-20 19:12:15.394805+00
35117,2026-02-05 21:36:34+00,2.57,60,2,21,28.14,47,183.5,202.29,182.89,182.52,200.72,199.44,182.97,200.82,349,290,2026-02-05 16:06:37.971712+00
35387,2026-02-21 01:22:26+00,2.06,130,2,1,29.14,48,155.78,179.53,142.17,129.83,164.6,151.64,142.59,165.26,328,272,2026-02-20 19:52:30.523271+00
35118,2026-02-05 22:54:38+00,2.06,120,2,22,28.14,42,186.46,206.43,183.5,182.89,202.29,200.72,184.28,203.15,351,296,2026-02-05 17:24:41.822275+00
35388,2026-02-21 02:24:03+00,2.06,120,2,2,28.14,54,170.04,195.09,155.78,142.17,179.53,164.6,156,179.74,339,284,2026-02-20 20:54:07.062683+00
35119,2026-02-05 23:40:08+00,2.06,180,2,23,28.14,44,191.09,211.99,186.46,183.5,206.43,202.29,187.02,206.9,355,305,2026-02-05 18:10:12.415659+00
35389,2026-02-21 03:19:43+00,1.54,180,2,3,28.14,54,183.23,209.69,170.04,155.78,195.09,179.53,169.68,194.77,349,296,2026-02-20 21:49:46.831822+00
35120,2026-02-06 00:42:44+00,2.06,150,2,0,27.14,47,194.22,215.84,191.09,186.46,211.99,206.43,190.59,211.42,357,307,2026-02-05 19:12:47.563068+00
35390,2026-02-21 04:24:33+00,0,0,2,4,27.14,57,193.24,221.04,183.23,170.04,209.69,195.09,182.17,208.61,357,317,2026-02-20 22:54:37.642062+00
35121,2026-02-06 01:26:50+00,2.57,150,2,1,27.14,47,195.89,218.32,194.22,191.09,215.84,211.99,193.73,215.38,358,309,2026-02-05 19:56:53.365714+00
35391,2026-02-21 05:22:01+00,2.06,130,2,5,28.14,54,200.57,228.86,193.24,183.23,221.04,209.69,192.35,219.86,362,317,2026-02-20 23:52:04.570576+00
35122,2026-02-06 02:29:07+00,1.54,130,2,2,27.14,44,197.59,221.34,195.89,194.22,218.32,215.84,195.9,218.5,360,309,2026-02-05 20:59:10.210154+00
35392,2026-02-21 08:37:44+00,0,0,2,8,28.14,47,202.2,230.33,200.57,193.24,228.86,221.04,198.67,226.74,364,305,2026-02-21 03:07:48.514+00
35123,2026-02-06 03:23:11+00,2.57,130,2,3,27.14,44,192.39,216.2,197.59,195.89,221.34,218.32,195.29,218.62,356,308,2026-02-05 21:53:15.029809+00
35393,2026-02-21 10:21:44+00,3.09,100,2,10,31.14,45,197.09,224.26,202.2,200.57,230.33,228.86,199.95,227.82,360,304,2026-02-21 04:51:48.40491+00
35124,2026-02-06 04:25:19+00,0,0,2,4,24.14,60,184.53,207.84,192.39,197.59,216.2,221.34,191.5,215.13,350,277,2026-02-05 22:55:22.411992+00
35394,2026-02-21 11:31:53+00,3.6,120,2,11,33.14,35,200.38,226.41,197.09,202.2,224.26,230.33,199.89,227,362,304,2026-02-21 06:01:57.242224+00
35125,2026-02-06 05:18:20+00,0,0,2,5,25.14,57,177.48,200.24,184.53,192.39,207.84,216.2,184.8,208.09,344,272,2026-02-05 23:48:23.930004+00
35395,2026-02-21 12:36:44+00,3.09,260,2,12,35.14,29,208.47,233.28,200.38,197.09,226.41,224.26,201.98,227.98,368,302,2026-02-21 07:06:48.042255+00
35126,2026-02-06 08:45:20+00,3.6,110,2,8,26.14,50,166.5,189.81,177.48,184.53,200.24,207.84,176.17,199.3,336,268,2026-02-06 03:15:24.045943+00
35396,2026-02-21 13:21:15+00,3.09,260,2,13,35.14,29,220.17,244.29,208.47,200.38,233.28,226.41,209.67,234.66,377,305,2026-02-21 07:51:18.269575+00
35127,2026-02-06 10:32:26+00,3.09,90,2,10,29.14,42,162.64,184.96,166.5,177.48,189.81,200.24,168.87,191.67,333,271,2026-02-06 05:02:30.405975+00
35397,2026-02-21 14:25:32+00,4.63,270,2,14,35.14,36,229.65,252.96,220.17,208.47,244.29,233.28,219.43,243.51,385,305,2026-02-21 08:55:35.60649+00
35128,2026-02-06 11:42:08+00,4.12,100,2,11,32.14,35,166.25,187.18,162.64,166.5,184.96,189.81,165.13,187.32,336,271,2026-02-06 06:12:12.347952+00
35398,2026-02-21 15:23:08+00,5.14,270,2,15,34.14,38,235.37,258,229.65,220.17,252.96,244.29,228.4,251.75,389,306,2026-02-21 09:53:12.738163+00
35129,2026-02-06 12:58:41+00,3.09,120,2,12,33.14,29,175.32,195.15,166.25,162.64,187.18,184.96,168.07,189.1,343,278,2026-02-06 07:28:45.149517+00
35399,2026-02-21 16:22:04+00,4.63,280,2,16,34.14,38,234.85,256.9,235.37,229.65,258,252.96,233.29,255.95,388,305,2026-02-21 10:52:08.194989+00
35130,2026-02-06 13:33:17+00,4.63,130,2,13,33.14,29,187.87,207.42,175.32,166.25,195.15,187.18,176.48,196.58,352,290,2026-02-06 08:03:21.440573+00
35400,2026-02-21 17:14:33+00,4.12,280,2,17,33.14,43,231,252.68,234.85,235.37,256.9,258,233.74,255.86,386,306,2026-02-21 11:44:36.615791+00
35131,2026-02-06 14:39:01+00,3.6,300,2,14,34.14,26,200.79,220.77,187.87,175.32,207.42,195.15,187.99,207.78,362,298,2026-02-06 09:09:05.587753+00
35401,2026-02-21 18:54:09+00,4.12,290,2,18,31.14,45,227.82,247.9,231,234.85,252.68,256.9,231.22,252.49,383,308,2026-02-21 13:24:12.398341+00
35132,2026-02-06 15:37:10+00,4.12,290,2,15,34.14,24,215.23,237.23,200.79,187.87,220.77,207.42,201.3,221.81,373,305,2026-02-06 10:07:15.171536+00
35402,2026-02-21 19:28:15+00,3.6,310,2,19,30.14,48,217.8,238.63,227.82,231,247.9,252.68,225.54,246.4,375,306,2026-02-21 13:58:18.187811+00
35133,2026-02-06 16:37:37+00,5.66,310,2,16,32.14,35,225.59,249.33,215.23,200.79,237.23,220.77,213.87,235.78,381,304,2026-02-06 11:07:41.104777+00
35403,2026-02-21 20:22:21+00,1.54,340,2,20,30.14,48,208.14,230.01,217.8,227.82,238.63,247.9,217.92,238.85,368,303,2026-02-21 14:52:25.09842+00
35134,2026-02-06 17:24:29+00,3.6,320,2,17,32.14,40,226.82,251.33,225.59,215.23,249.33,237.23,222.55,245.96,382,305,2026-02-06 11:54:32.901965+00
35404,2026-02-21 21:18:22+00,2.06,70,2,21,30.14,42,199.45,222.27,208.14,217.8,230.01,238.63,208.46,230.3,362,306,2026-02-21 15:48:25.81588+00
35135,2026-02-06 19:11:07+00,5.14,360,2,19,30.14,39,201.6,224.19,226.82,225.59,251.33,249.33,218,241.62,363,303,2026-02-06 13:41:10.613949+00
35405,2026-02-21 22:24:48+00,1.54,10,2,22,30.14,39,193.27,216.36,199.45,208.14,222.27,230.01,200.29,222.88,357,304,2026-02-21 16:54:51.811374+00
35136,2026-02-06 20:37:34+00,5.14,360,2,20,29.14,34,190.56,213.71,201.6,226.82,224.19,251.33,206.33,229.74,354,302,2026-02-06 15:07:37.629528+00
35406,2026-02-21 23:20:49+00,2.57,170,2,23,29.14,45,187.94,210.95,193.27,199.45,216.36,222.27,193.55,216.53,353,304,2026-02-21 17:50:52.499335+00
35137,2026-02-06 21:34:13+00,3.09,10,2,21,29.14,37,179.55,203.56,190.56,201.6,213.71,224.19,190.57,213.82,346,287,2026-02-06 16:04:17.148192+00
35407,2026-02-22 00:30:06+00,2.57,170,2,0,29.14,51,182.97,205.51,187.94,193.27,210.95,216.36,188.06,210.94,349,292,2026-02-21 19:00:09.91468+00
35138,2026-02-06 22:41:26+00,3.09,20,2,22,28.14,39,169.53,194.23,179.55,190.56,203.56,213.71,179.88,203.83,338,281,2026-02-06 17:11:29.466244+00
35408,2026-02-22 01:14:54+00,0,0,2,1,27.14,54,179.19,201.22,182.97,187.94,205.51,210.95,183.37,205.89,346,284,2026-02-21 19:44:58.188947+00
35139,2026-02-06 23:35:27+00,3.09,10,2,23,28.14,36,160.32,185.39,169.53,179.55,194.23,203.56,169.8,194.39,331,272,2026-02-06 18:05:31.206831+00
35409,2026-02-22 02:19:01+00,1.54,180,2,2,27.14,74,176.41,197.81,179.19,182.97,201.22,205.51,179.52,201.51,344,300,2026-02-21 20:49:04.562699+00
35140,2026-02-07 00:42:46+00,3.09,10,2,0,28.14,36,148.42,171.78,160.32,169.53,185.39,194.23,159.42,183.8,322,267,2026-02-06 19:12:49.898278+00
35410,2026-02-22 03:16:24+00,1.54,30,2,3,27.14,61,173.15,193.8,176.41,179.19,197.81,201.22,176.25,197.61,341,294,2026-02-21 21:46:28.168411+00
35141,2026-02-07 01:25:13+00,2.06,70,2,1,27.14,36,137.7,159.55,148.42,160.32,171.78,185.39,148.81,172.24,314,245,2026-02-06 19:55:18.158512+00
35411,2026-02-22 04:19:49+00,2.06,110,2,4,25.14,69,169.32,189.23,173.15,176.41,193.8,197.81,172.96,193.61,339,274,2026-02-21 22:49:52.758116+00
35142,2026-02-07 02:28:36+00,2.06,160,2,2,27.14,41,131.76,152.61,137.7,148.42,159.55,171.78,139.29,161.31,309,217,2026-02-06 20:58:40.376689+00
35412,2026-02-22 05:16:43+00,2.06,260,2,5,26.14,69,165.43,184.75,169.32,173.15,189.23,193.8,169.3,189.26,336,273,2026-02-21 23:46:47.119765+00
35143,2026-02-07 03:23:08+00,1.54,130,2,3,27.14,41,128.84,148.76,131.76,137.7,152.61,159.55,132.77,153.64,307,212,2026-02-06 21:53:12.379465+00
35413,2026-02-22 08:51:11+00,1.54,160,2,8,26.14,73,154.67,173.92,165.43,169.32,184.75,189.23,163.14,182.63,327,274,2026-02-22 03:21:14.531281+00
35144,2026-02-07 04:20:51+00,2.57,250,2,4,26.14,44,127.82,147.39,128.84,131.76,148.76,152.61,129.47,149.59,306,209,2026-02-06 22:50:55.441151+00
35414,2026-02-22 10:34:00+00,1.54,150,2,10,31.14,37,151.02,169.18,154.67,165.43,173.92,184.75,157.04,175.95,325,261,2026-02-22 05:04:03.395655+00
35145,2026-02-07 05:19:28+00,1.54,200,2,5,25.14,50,128.42,147.89,127.82,128.84,147.39,148.76,128.36,148.01,307,220,2026-02-06 23:49:32.194504+00
35415,2026-02-22 11:39:15+00,3.09,130,2,11,34.14,26,152.18,169.78,151.02,154.67,169.18,173.92,152.62,170.96,326,259,2026-02-22 06:09:19.055558+00
35146,2026-02-07 08:39:10+00,2.57,160,2,8,26.14,50,126.37,145.96,128.42,127.82,147.89,147.39,127.54,147.08,305,217,2026-02-07 03:09:13.828262+00
35416,2026-02-22 12:41:36+00,6.69,270,2,12,32.14,51,154.57,171.66,152.18,151.02,169.78,169.18,152.59,170.21,327,260,2026-02-22 07:11:40.763477+00
35147,2026-02-07 10:21:36+00,3.09,100,2,10,29.14,39,128.04,147.38,126.37,128.42,145.96,147.89,127.61,147.08,306,212,2026-02-07 04:51:39.305287+00
35417,2026-02-22 13:24:09+00,5.14,270,2,13,31.14,55,155.78,172.69,154.57,152.18,171.66,169.78,154.18,171.38,328,268,2026-02-22 07:54:13.887881+00
35148,2026-02-07 11:32:45+00,1.54,120,2,11,32.14,31,135,154.46,128.04,126.37,147.38,145.96,129.8,149.27,312,242,2026-02-07 06:02:48.529325+00
35418,2026-02-22 14:26:34+00,4.63,270,2,14,32.14,55,154.56,171.31,155.78,154.57,172.69,171.66,154.97,171.89,327,268,2026-02-22 08:56:37.701115+00
35149,2026-02-07 12:37:50+00,3.09,260,2,12,33.14,27,146.56,165.92,135,128.04,154.46,147.38,136.53,155.92,321,254,2026-02-07 07:07:54.37977+00
35419,2026-02-22 15:23:19+00,5.14,270,2,15,32.14,48,149.63,165.75,154.56,155.78,171.31,172.69,153.32,169.92,324,256,2026-02-22 09:53:23.521626+00
35150,2026-02-07 13:21:49+00,3.6,260,2,13,33.14,27,159.37,178.69,146.56,135,165.92,154.46,146.98,166.36,330,256,2026-02-07 07:51:53.686521+00
35420,2026-02-22 16:21:37+00,4.12,280,2,16,32.14,55,140.87,157.04,149.63,154.56,165.75,171.31,148.35,164.7,317,255,2026-02-22 10:51:40.403885+00
35151,2026-02-07 14:26:10+00,5.66,260,2,14,32.14,40,169.37,188.61,159.37,146.56,178.69,165.92,158.43,177.74,338,263,2026-02-07 08:56:14.106534+00
35421,2026-02-22 17:14:12+00,6.69,280,2,17,31.14,58,131.11,147.57,140.87,149.63,157.04,165.75,140.54,156.79,309,215,2026-02-22 11:44:16.409763+00
35152,2026-02-07 15:23:52+00,5.14,270,2,15,31.14,37,176.92,196.92,169.37,159.37,188.61,178.69,168.55,188.07,344,274,2026-02-07 09:53:55.967725+00
35422,2026-02-22 18:55:23+00,4.12,310,2,18,30.16,39,128.96,145.59,131.11,140.87,147.57,157.04,133.65,150.07,308,201,2026-02-22 13:25:27.273557+00
35153,2026-02-07 16:22:39+00,4.63,280,2,16,32.14,35,180.12,200.78,176.92,169.37,196.92,188.61,175.47,195.44,346,278,2026-02-07 10:52:43.295246+00
35423,2026-02-22 19:28:28+00,3.09,320,2,19,30.14,35,123.29,140,128.96,131.11,145.59,147.57,127.79,144.39,303,198,2026-02-22 13:58:32.98606+00
35154,2026-02-07 17:14:30+00,4.63,320,2,17,31.14,35,178.9,199.88,180.12,176.92,200.78,196.92,178.65,199.19,345,276,2026-02-07 11:44:34.156862+00
35424,2026-02-22 20:22:04+00,2.57,320,2,20,30.14,35,117.28,134.04,123.29,128.96,140,145.59,123.18,139.88,291,203,2026-02-22 14:52:08.031593+00
35155,2026-02-07 18:55:26+00,3.6,330,2,18,30.14,35,175.42,196.75,178.9,180.12,199.88,200.78,178.15,199.14,343,275,2026-02-07 13:25:29.704329+00
35425,2026-02-22 21:18:26+00,2.06,310,2,21,29.14,34,112.31,129.05,117.28,123.29,134.04,140,117.63,134.36,275,205,2026-02-22 15:48:30.341076+00
35156,2026-02-07 19:28:49+00,3.09,350,2,19,30.14,35,170.29,191.86,175.42,178.9,196.75,199.88,174.87,196.16,339,269,2026-02-07 13:58:52.950864+00
35426,2026-02-22 22:26:24+00,2.06,70,2,22,29.14,34,108.85,125.72,112.31,117.28,129.05,134.04,112.81,129.6,263,222,2026-02-22 16:56:28.627026+00
35157,2026-02-07 20:22:14+00,4.63,350,2,20,29.14,34,152.4,174.15,170.29,175.42,191.86,196.75,166.04,187.59,325,260,2026-02-07 14:52:18.123173+00
35427,2026-02-22 23:20:48+00,2.06,180,2,23,28.14,39,106.32,123.58,108.85,112.31,125.72,129.05,109.16,126.12,255,225,2026-02-22 17:50:52.022387+00
35158,2026-02-07 21:18:34+00,2.06,30,2,21,28.14,36,146.51,168.12,152.4,170.29,174.15,191.86,156.4,178.04,321,267,2026-02-07 15:48:37.910626+00
35428,2026-02-23 00:30:55+00,1.54,260,2,0,28.14,42,104.04,121.8,106.32,108.85,123.58,125.72,106.4,123.7,247,222,2026-02-22 19:00:59.590525+00
35159,2026-02-07 22:26:13+00,2.57,20,2,22,28.14,36,142.3,164.16,146.51,152.4,168.12,174.15,147.07,168.81,317,264,2026-02-07 16:56:16.518559+00
35429,2026-02-23 01:15:39+00,1.54,160,2,1,28.14,39,102.75,121.14,104.04,106.32,121.8,123.58,104.37,122.17,243,218,2026-02-22 19:45:43.118835+00
35160,2026-02-07 23:21:17+00,2.06,190,2,23,28.14,36,140.24,162.31,142.3,146.51,164.16,168.12,143.02,164.86,316,254,2026-02-07 17:51:20.982369+00
35430,2026-02-23 02:20:45+00,0,0,2,2,28.14,42,101.8,120.53,102.75,104.04,121.14,121.8,102.86,121.16,240,199,2026-02-22 20:50:48.722128+00
35161,2026-02-08 00:30:08+00,2.06,220,2,0,28.14,36,138.66,160.03,140.24,142.3,162.31,164.16,140.4,162.17,315,243,2026-02-07 19:00:12.261058+00
35431,2026-02-23 03:17:21+00,1.54,250,2,3,27.14,44,100.42,118.99,101.8,102.75,120.53,121.14,101.66,120.22,235,211,2026-02-22 21:47:24.835454+00
35162,2026-02-08 01:15:08+00,2.06,160,2,1,27.14,41,137.4,158.81,138.66,140.24,160.03,162.31,138.77,160.38,314,242,2026-02-07 19:45:11.697119+00
35432,2026-02-23 04:21:25+00,0,0,2,4,25.14,53,99.95,118.88,100.42,101.8,118.99,120.53,100.72,119.47,234,201,2026-02-22 22:51:28.525965+00
35163,2026-02-08 02:22:10+00,2.06,190,2,2,27.14,41,136.66,157.93,137.4,138.66,158.81,160.03,137.57,158.92,313,240,2026-02-07 20:52:13.780692+00
35433,2026-02-23 05:18:56+00,1.54,270,2,5,27.14,41,100.84,120.16,99.95,100.42,118.88,118.99,100.4,119.34,237,216,2026-02-22 23:48:59.276876+00
35164,2026-02-08 03:20:38+00,1.54,140,2,3,27.14,41,134.94,155.01,136.66,137.4,157.93,158.81,136.33,157.25,312,240,2026-02-07 21:50:42.433483+00
35434,2026-02-23 08:55:05+00,2.06,150,2,8,27.14,54,108.99,127.96,100.84,99.95,120.16,118.88,103.26,122.33,264,238,2026-02-23 03:25:08.919216+00
35165,2026-02-08 04:24:08+00,0,0,2,4,25.14,50,132.5,151.38,134.94,136.66,155.01,157.93,134.7,154.77,310,212,2026-02-07 22:54:11.566376+00
35435,2026-02-23 10:44:27+00,1.54,180,2,10,32.14,33,114.61,132.71,108.99,100.84,127.96,120.16,108.15,126.94,282,222,2026-02-23 05:14:30.732213+00
35166,2026-02-08 05:25:48+00,1.54,110,2,5,26.14,44,129.55,147.7,132.5,134.94,151.38,155.01,132.33,151.36,308,218,2026-02-07 23:55:52.797103+00
35436,2026-02-23 12:10:51+00,2.06,250,2,12,35.14,26,120.82,137.75,114.61,108.99,132.71,127.96,114.81,132.81,302,212,2026-02-23 06:40:55.5985+00
35167,2026-02-08 09:13:11+00,2.57,60,2,9,27.14,41,115.17,132.87,129.55,132.5,147.7,151.38,125.74,143.98,284,208,2026-02-08 03:43:14.864672+00
35437,2026-02-23 13:36:17+00,5.14,270,2,13,34.14,36,122.12,138.2,120.82,114.61,137.75,132.71,119.18,136.22,303,209,2026-02-23 08:06:21.849174+00
35168,2026-02-08 11:15:30+00,4.12,120,2,11,31.14,29,118.04,134.88,115.17,129.55,132.87,147.7,120.92,138.48,293,212,2026-02-08 05:45:33.666953+00
35438,2026-02-23 14:43:17+00,5.14,280,2,14,34.14,33,121.96,137.43,122.12,120.82,138.2,137.75,121.63,137.79,302,206,2026-02-23 09:13:21.306453+00
35169,2026-02-08 12:42:32+00,3.6,110,2,12,33.14,27,125.87,142.18,118.04,115.17,134.88,132.87,119.69,136.64,305,221,2026-02-08 07:12:35.406943+00
35439,2026-02-23 15:57:53+00,6.69,280,2,15,34.14,31,118.52,134.07,121.96,122.12,137.43,138.2,120.87,136.57,295,206,2026-02-23 10:27:57.042172+00
35170,2026-02-08 13:26:05+00,3.6,270,2,13,34.14,26,134.93,150.72,125.87,118.04,142.18,134.88,126.28,142.59,312,239,2026-02-08 07:56:08.932914+00
35440,2026-02-23 16:52:34+00,6.69,290,2,16,32.16,40,110.32,125.9,118.52,121.96,134.07,137.43,116.93,132.47,268,200,2026-02-23 11:22:37.574355+00
35171,2026-02-08 14:27:43+00,5.66,270,2,14,32.14,40,142.3,157.44,134.93,125.87,150.72,142.18,134.37,150.11,317,247,2026-02-08 08:57:46.920154+00
35441,2026-02-23 17:29:29+00,5.66,280,2,17,31.14,51,100.35,116.23,110.32,118.52,125.9,134.07,109.73,125.4,235,172,2026-02-23 11:59:33.960797+00
35172,2026-02-08 15:23:34+00,4.63,260,2,15,32.14,37,148.24,162.97,142.3,134.93,157.44,150.72,141.82,157.04,322,248,2026-02-08 09:53:37.182338+00
35442,2026-02-23 19:16:50+00,4.63,300,2,19,29.14,61,70.18,85.88,100.35,110.32,116.23,125.9,93.62,109.34,135,103,2026-02-23 13:46:54.447774+00
35173,2026-02-08 16:25:11+00,4.63,260,2,16,32.14,35,151.25,166.03,148.24,142.3,162.97,157.44,147.26,162.15,324,255,2026-02-08 10:55:14.721994+00
35443,2026-02-23 20:43:32+00,4.12,320,2,20,28.14,65,63.4,79.91,70.18,100.35,85.88,116.23,77.98,94.01,112,135,2026-02-23 15:13:36.45371+00
35174,2026-02-08 17:15:02+00,4.12,250,2,17,33.14,31,151.71,166.79,151.25,148.24,166.03,162.97,150.4,165.26,325,254,2026-02-08 11:45:06.260365+00
